spa,por,ind,tur,rus,deu,swe,eng,hin,hun
0.8085532957613468,0.8247997328639031,0.8091015091538429,0.8256763606667519,0.8222587457895278,0.8192623006105423,0.8296867590546608,0.8426341117322445,0.8141634964346885,0.8096788687109947
